6.095660657587697e-7	6.095660657587697e-7	2.660351806394212e-6	6.785948711179259e-16	6.785948711179259e-16	4.968675668581066e-15
7.570150373549277e-7	7.570150373549277e-7	4.87657263724862e-6	1.2432518833284474e-15	1.2432518833284474e-15	6.8748136145399784e-15
9.094796224290984e-7	9.094796224290984e-7	7.347726754018616e-6	1.973212564205228e-15	1.973212564205228e-15	1.3876057425595e-14
8.873698233698342e-7	8.873698233698342e-7	1.4431526787908703e-5	3.4075584813630617e-15	3.4075584813630617e-15	1.1980983831278207e-13
1.0238899271941923e-6	1.0238899271941923e-6	6.459690594101824e-5	4.639310426579337e-15	4.639310426579337e-15	2.4016170382476994e-13
1.7624226342475445e-6	1.7624226342475445e-6	0.00022669085481163878	8.772650272615755e-15	8.772650272615755e-15	4.986207709594961e-13
4.697775691806848e-6	4.697775691806848e-6	0.0008225976453219528	1.7751218751278797e-14	1.7751218751278797e-14	2.2255878793994033e-12
2.0106303623150385e-5	2.0106303623150385e-5	0.003229021885067832	3.725069630533086e-14	3.725069630533086e-14	7.99765134123118e-12
6.586031916117708e-5	6.586031916117708e-5	0.009339864176746461	8.556372384823948e-14	8.556372384823948e-14	1.714654899386529e-11
0.00016425670293637555	0.00016425670293637555	0.012164061984714376	2.430630418913273e-13	2.430630418913273e-13	3.394237098730501e-11
0.0004400471443127375	0.0004400471443127375	0.0328675395467775	8.561560216198336e-13	8.561560216198336e-13	1.09048671517171e-10
0.0012540892724874793	0.0012540892724874793	0.1293616846496759	2.8023640267979482e-12	2.8023640267979482e-12	1.939396530392481e-10
0.0028859281357099392	0.0028859281357099392	0.31731611289421824	6.7755518890822604e-12	6.7755518890822604e-12	7.905307617868218e-10
0.010645415958572714	0.010645415958572714	0.5964723775925154	1.8908363132080056e-11	1.8908363132080056e-11	3.767892925681549e-9
0.03198440397057725	0.03198440397057725	0.6690984575938969	7.742778647437716e-11	7.742778647437716e-11	1.2291149767681028e-8
0.05288862919769516	0.05288862919769516	128772.4274242508	2.10386064234626e-10	2.10386064234626e-10	2.5615399050312172e-8
0.2098800906864347	0.2098800906864347	1.6018045374995563e6	5.187572200314868e-10	5.187572200314868e-10	7.756608201973059e-8
0.40088995977731795	0.40088995977731795	9.47533108780865e6	1.277966105615142e-9	1.277966105615142e-9	2.566364696754668e-7
0.570053250128656	0.570053250128656	4.479212702443203e7	4.351347702893387e-9	4.351347702893387e-9	3.877763949878395e-7
